unique_id,filename,drive_path,drive_url,estimated_date,date_confidence,era,family_grouping,people_visible,event,theme,technical_score,emotional_score,story_score,uniqueness_score,hero_score,candidate_status,notes
P229,IMG_0023.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1IHgMVO6Z2FdgCQ-uRUQ_srN9WC6cWaCh/view?usp=drivesdk,2020-09-06,HIGH,2020-2023 THE CHAOS YEARS,Family of four,"Masked mother with a small daughter and masked father with another daughter, seated on the front steps of a house with an infant car-seat carrier between them","Parents and daughters on the front steps with a newborn carrier, everyone in masks",Becoming parents; Family growth; Home; Milestones,5,7,9,8,7,STRONG_CANDIDATE,"Two weeks after the visible pregnancy, a car-seat carrier sits on the steps between the parents; the baby's face is not visible in the frame. The masks date it precisely to the pandemic hospital era."
P230,IMG_0190.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Rf0ZNuybD_PCqYnK7A_tdCjfvhZcZjY-/view?usp=drivesdk,2020-10-31,HIGH,2020-2023 THE CHAOS YEARS,Mother + daughters,Mother lying on the floor with an infant in a 'Milk Monster' onesie on her chest and two older daughters in Halloween costumes stretched out on either side,Halloween on the living room floor with the new baby,Holidays; Motherhood; Family growth; Family of five,6,8,8,8,8,HERO,"Shot from directly overhead with all four laid out in a row on the rug — the newborn's first Halloween, in costume, with her sisters. The bird's-eye framing is unlike anything else in the batch."
P232,IMG_0464.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1nwUPwcQHoBsff63LSBppY3_jwNDRiE17/view?usp=drivesdk,2021-02-25,HIGH,2020-2023 THE CHAOS YEARS,Mother + daughters,"Mother and one daughter cheek to cheek in knit beanies, snow and bare trees behind",Selfie together outside in the snow,Motherhood; Everyday life; Growing together,7,8,6,6,7,STRONG_CANDIDATE,"Tight two-shot, both grinning wide with matching pom hats; the closeness of the heads carries real warmth. Winter light is clean and even."
P236,IMG_1260.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1-oL5x6od4Rhfaka32iWvF_s9xlEE0gfU/view?usp=drivesdk,2021,MEDIUM,2020-2023 THE CHAOS YEARS,Extended family,"An older woman in a black hat at left, a small daughter in a pink mask, an older daughter in a hooded coat, the father taking the selfie in a striped mask, and the mother in a green mask and white beanie","Family outing to the Rockefeller Center Christmas tree in New York, everyone in winter coats and face masks",Holidays; Adventure; Growing together; Chaos,6,7,8,8,7,STRONG_CANDIDATE,"The lit Rockefeller tree fills the background while five masked faces crowd the lens. An older woman, most likely a grandmother, is with them; the youngest daughter is not in this frame."
P237,image000000.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/17GUtB2npF7ag-i7u-drwRWXbuU67ncyK/view?usp=drivesdk,2021-2024,LOW,UNKNOWN,Couple,mother and father in costume posing together in a living room beside a decorated Christmas tree,"a costume or themed party at home in December - COUPLE ALONE, both mugging for the camera",Humor; Marriage; Holidays; Growing together,5,7,7,8,6,STRONG_CANDIDATE,"COUPLE ALONE - the two of them in matching daft costumes in front of their own Christmas tree, clearly enjoying themselves. Ordinary indoor phone exposure but a rare, funny frame of the parents off duty."
P239,IMG_1853.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1IVMQXMJPEqzQ4nyLIpvvuegTNHRNtzCD/view?usp=drivesdk,2021-2022,MEDIUM,2020-2023 THE CHAOS YEARS,Family of four,"mother, father and two daughters crowded into a close outdoor selfie","an arm's-length family selfie in a park, everyone laughing into the lens",Parenthood; Growing together; The life we built; Everyday life,7,9,8,7,9,HERO,"Four faces filling the frame, all four genuinely laughing - the warmest frame in this batch. Bright natural light and sharp faces despite the selfie distortion."
P240,IMG_0401.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1JY3lQg-5Y23xm3vY_kxuVLg6fkCqzOWT/view?usp=drivesdk,2021,MEDIUM,2020-2023 THE CHAOS YEARS,Father + daughters,"Father laughing in the foreground with all three daughters behind him, the baby wide-mouthed with laughter at bottom","Arm's-length selfie on the couch at home, everyone laughing at once",Fatherhood; Sisterhood; Home; Humor; Family of five,5,9,7,6,8,STRONG_CANDIDATE,"Four open-mouthed laughs in one frame, the baby's the biggest of them. Soft, slightly washed-out phone image, but the feeling is completely unforced."
P241,IMG_0664.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1NIGKkPqNo86bVGiyewRWT6_Uw2Pstc5x/view?usp=drivesdk,2021,MEDIUM,2020-2023 THE CHAOS YEARS,Family of five,"Mother in a pink striped dress holding the baby in a white sun hat, two older daughters in front of them (one in a pink tutu holding flowers, one in a grey dress and a party hat), father in a coral polo and sunglasses","The whole family posed on a walkway outside a building signed 'Beaver Brook Day Spa', dressed for a celebration",Family of five; Milestones; The life we built,7,7,8,6,7,STRONG_CANDIDATE,"One of the earliest complete five-person frames in this batch, with the youngest still an infant on her mother's hip. The tutu, party hat and bouquet suggest a recital or birthday outing."
P242,IMG_1844.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1UiFXv7awlJeayQlaVcLLBwgLP2Pm22Dg/view?usp=drivesdk,2021-2022,LOW,2020-2023 THE CHAOS YEARS,Sisters,an older girl standing on grass holding a toddler in pink pyjamas against her chest,big sister carrying her little sister outside among fallen leaves,Sisterhood; Family growth; Growing together,5,8,8,7,7,STRONG_CANDIDATE,"The little one has gone limp with her head on her sister's shoulder while the older girl braces to hold her up. Soft focus and a cluttered background, but the tenderness is unmistakable."
P244,IMG_2070.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1kKvcQZOWd3SIyGE8E4gUmqDk9gBseUkU/view?usp=drivesdk,2021,MEDIUM,2020-2023 THE CHAOS YEARS,Father + daughters,father kneeling in a red polo between two daughters in patriotic outfits and hair bows,"Fourth of July - father crouched down with both girls, same day as the mother-and-daughters frame",Fatherhood; Holidays; Family growth,7,8,7,6,8,STRONG_CANDIDATE,"Father down at the girls' height with an arm around each, all three beaming in the sun - the strongest father-daughter frame in the batch. Sharp and well exposed."
P245,IMG_0911.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1mBHRhmtF22ZePMfqKb2Cb5Fr9MgucCdi/view?usp=drivesdk,2021-08-16,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Mother, father holding the youngest daughter in a sun hat, and two older daughters in swimsuits in front, at the ocean","Family beach portrait, all five together",Family of five; Vacations; Family growth,7,7,8,6,7,STRONG_CANDIDATE,"The counterpart to the pregnant beach frame a year earlier — same shoreline setup, now with the third daughter on the father's arm. Reads as a deliberate annual marker."
P246,IMG_0988.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/19L_jK8pMv4Uc3j0ug2XNvr6HHdwCbv3d/view?usp=drivesdk,2021-08-29,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Mother in a dark dress holding the infant in a white gown, father in a blue suit, and two daughters seated between them in front of a large flower arrangement","A formal indoor occasion with the baby in a white gown and ceremonial flowers, consistent with a christening or similar rite",Milestones; Family of five; Family growth,7,7,8,7,7,STRONG_CANDIDATE,Everyone dressed formally and seated on steps with a sunflower arrangement behind; the white infant gown is the tell. I cannot confirm the specific ceremony from the frame.
P249,IMG_2645.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1XcMf5XslJOREwqobHb1GKnw6BXqF7ydo/view?usp=drivesdk,2021-11-05,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,Father in a black 'Ken' T-shirt with three daughters in Barbie-print tops crowded around him in a kitchen,"A Barbie-themed party, apparently a birthday, at home",Fatherhood; Humor; Milestones; Home,6,8,7,7,7,STRONG_CANDIDATE,The dad wearing a 'Ken' shirt to his daughters' Barbie party is the whole joke and it lands; the toddler is pressed into the middle of the huddle. Kitchen clutter visible at the edges.
P250,IMG_2848.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Lhhv-TsF16NFT0tvDWJfjGEQ7IuNP-6s/view?usp=drivesdk,2021-12-01,HIGH,2020-2023 THE CHAOS YEARS,Individual daughter,"The youngest daughter alone, a toddler on a grey couch in a 'Juicy' top, holding a lemon",Close portrait of the toddler at home,Parenthood; Everyday life; Growing older,8,8,6,6,8,STRONG_CANDIDATE,"Direct, unblinking eye contact with soft window light and a clean shallow-depth background. The strongest single-child portrait on these sheets."
P256,IMG_7293.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/19Sx33fNKJcbLenzglEYifpDoNK4gkL_I/view?usp=drivesdk,2022-2025,LOW,2023-2026 TODAY,Couple,"mother in a long strapless patterned gown and father in a grey suit, standing on a balcony above a river valley","dressed for a wedding or formal event, posing on the venue balcony - COUPLE ALONE",Marriage; Growing together; Growing older; The life we built,7,8,7,9,8,HERO_COUPLE,"COUPLE ALONE and formally dressed - a rare grown-up frame of the two of them away from the children, with a river valley behind. Slightly distant framing but the setting and outfits make it a natural closing image."
P258,IMG_1290.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1KyK1wXODY_II3cSQut1Javk-zaCur2lg/view?usp=drivesdk,2022,MEDIUM,2020-2023 THE CHAOS YEARS,Family of five,"Father in the foreground taking the selfie, mother behind, and all three daughters, everyone in Christmas pyjamas",Christmas pyjama selfie sprawled on the floor of the playroom among toys and a ball pit,Family of five; Holidays; Home; Sisterhood; The life we built,6,9,9,7,9,HERO,"All five of them piled together on the playroom floor in holiday pyjamas, every single face genuinely smiling and the toddler in the middle laughing straight down the lens. Grainy low indoor light does nothing to hurt it."
P267,IMG_5560.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1D4YUkLYHMNfdRtfAC_tzH3XOxSgu_y_M/view?usp=drivesdk,2022-08-03,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,"Father standing chest-deep in clear turquoise water with both arms raised, the three daughters hanging off him and floating around him","Playing in the sea, the father hoisting all three girls at once",Fatherhood; Vacations; Humor; Family of five,8,9,8,8,9,HERO,"Arms up in triumph with a daughter clamped to each side and the youngest floating in front in pink armbands — genuine, physical joy. Bright water, clean exposure, holds the screen easily."
P270,IMG_1065.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Ibn-8oYxEFeufzukN25CCNS1uDN_tR0G/view?usp=drivesdk,2022-08-03,HIGH,2020-2023 THE CHAOS YEARS,Couple,"Mother and father in a beach selfie, both in sunglasses, big cloud-filled sky and turquoise sea behind them",Couple selfie on the beach on vacation,Vacations; Growing together; The life we built,8,7,5,6,7,STRONG_CANDIDATE,"The best-composed couple selfie of the batch — dramatic sky, both laughing rather than posing, a lone red beach chair anchoring the background."
P271,IMG_0705.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1z3u4obZic2vnOTxyUhB36n9y5RV0G_Pz/view?usp=drivesdk,2022-08-13,HIGH,2020-2023 THE CHAOS YEARS,Couple,"Mother and father close together at golden hour by water, he in a teal polo and aviators, she leaning into his shoulder",Evening portrait of the couple by the water,Growing together; Growing older; The life we built,8,8,6,6,8,HERO_COUPLE,"Warm low sun turns the treeline behind them gold and both are relaxed and unguarded; the tightest, best-lit two-shot of the parents in this batch. Works as a marriage beat on its own."
P273,IMG_0198.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1PgKdhjeWR4sFsxvt5cWua_ESEsnBV4ol/view?usp=drivesdk,2022-08-31,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,"Father in sunglasses in a low-angle selfie with all three daughters piled around him; the youngest drinking from a cup, one girl in a 'Best Sister' shirt","Sitting outside together, the girls crowding into a selfie",Fatherhood; Sisterhood; Humor; Everyday life,6,9,8,8,8,HERO,"Four faces stacked at different depths and none of them arranged — the toddler drinks straight through the photo and the eldest leans in laughing. Messy, warm and unrepeatable."
P278,IMG_1156.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1gHdWlg5_lpACPOdeuXj3ZLRoWaYztWWd/view?usp=drivesdk,2022-11-26,HIGH,2020-2023 THE CHAOS YEARS,Sisters,"The three sisters standing in front of a cut Christmas tree at dusk, bundled in winter coats and hats",Picking out a Christmas tree at a tree lot in the evening,Holidays; Sisterhood; Growing older,6,7,7,7,7,STRONG_CANDIDATE,"Shot into a floodlit tree against a deep blue sky, so the girls are slightly underlit — but the annual tree run with all three sisters is a strong recurring beat."
P286,IMG_9554.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1xl8UuaYyissIJdrrvc3Aq-bFW3I_Zv1t/view?usp=drivesdk,2023-06-18,HIGH,2023-2026 TODAY,Father + daughters,"The father (shaved head) sitting propped against a tufted headboard reading aloud from a purple folder, with three daughters piled against him — one small girl in his lap, one tucked under each arm",Father reading aloud to all three daughters on a bed,Fatherhood; Parenthood; Everyday life; Family of five,6,9,9,8,9,HERO,"All three girls are physically draped over their father while he reads — the whole family-of-five dynamic in one unposed frame. Slightly soft and casually framed, but the closeness is real."
P292,IMG_3653.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Jc6DnaeL3_V-fFD4HiRtf0w7lv_8l67M/view?usp=drivesdk,2023-07-30,HIGH,2023-2026 TODAY,Individual parent,"The mother alone, seated on the gunwale of a boat with her hair blown back, holding a straw hat in her lap and looking out to sea","Quiet moment on the boat, looking out at the water",Vacations; Growing older; Everyday life,8,7,5,7,7,STRONG_CANDIDATE,"Rare solo portrait of the mother — turned away from the camera toward the horizon, wind in her hair, clean sky and sea behind. Reads as a breath in the middle of the trip."
P294,IMG_0122.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1d_eXBkYWzUh6RlIKV8mYSf3ZjoMvev13/view?usp=drivesdk,2023-07-31,HIGH,2023-2026 TODAY,Couple,"The father in a pink shirt and white trousers and the mother in a long white dress with a gold kimono, standing together on a resort path",Dressed-up couple portrait before a resort dinner,Vacations; Marriage; Growing together; The life we built,8,7,6,6,8,HERO_COUPLE,"Full-length, well-lit portrait of the two of them dressed for an evening out, palms and colonial architecture behind. The strongest 'still a couple' frame in this batch."
P295,IMG_0142.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1eN2mZq8xUUPkt7KvjAiCTgmgf3s1ehJ6/view?usp=drivesdk,2023-07-31,HIGH,2023-2026 TODAY,Father + daughters,"The father in a pink shirt walking away from camera at dusk carrying the youngest daughter on his hip, holding the middle daughter's hand, with the eldest in a white dress walking ahead","Walking back along a marina dock at dusk after dinner, all seen from behind",Fatherhood; Vacations; Parenthood; The life we built,5,9,9,9,9,HERO,"Backs-turned dusk frame of a father hauling one daughter, leading another by the hand and following the third — motion-blurred and dark, but it carries more than any posed shot on the sheet."
P298,IMG_0228.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1sRFoStG9N2tYaZPqom2zsWYNu8FIvKqz/view?usp=drivesdk,2023-08-03,HIGH,2023-2026 TODAY,Sisters,"The three daughters seated apart from one another on the steps and edge of a large resort pool, all with their backs to the camera",Early morning at the resort pool before it fills up,Vacations; Sisterhood; Everyday life,7,6,5,8,7,STRONG_CANDIDATE,"Three small figures spaced across an empty turquoise pool, all facing away — unusually graphic composition compared with the rest of the vacation take."
P302,IMG_3842.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1pivjc5-CZ65OATk336I4voiI2zFvsCmc/view?usp=drivesdk,2023-08-03,HIGH,2023-2026 TODAY,Sisters,"The three daughters kneeling and lying in a pile on white sand at dusk, in swimsuits, laughing toward the camera",The three sisters playing in the sand at last light with the resort and palms behind them,Sisterhood; Vacations; Family of five,8,8,7,8,9,HERO,"Wide, quiet dusk frame: three sisters tangled together on empty sand under a pastel sky and palm silhouettes. Composition and light both hold up for a long screen hold."
P304,IMG_0296.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ekqAEdWmc25ZuMQOEDF82zP_FWLCYu0I/view?usp=drivesdk,2023-08-03,HIGH,2023-2026 TODAY,Family of five,"The father, mother and three daughters standing in a row at the water's edge, small in a wide frame of sea and pastel cloud",Wide family-of-five portrait standing in the shallows at sunset,Vacations; Family of five; The life we built,8,6,6,6,7,STRONG_CANDIDATE,The five of them small against a big soft sky and turquoise water — the most cinematic of the several family beach frames from this evening.
P312,IMG_6777.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1cFb6cXqBfczSONFotgrXY27ccSSznd7-/view?usp=drivesdk,2024-2026,MEDIUM,2023-2026 TODAY,Individual daughter,"one girl, roughly 11 to 13, in a blue lacrosse jersey holding her stick across her shoulders in a white-background studio portrait",a posed studio sports portrait in club uniform,Sports; Growing older; Milestones,9,6,7,7,8,STRONG_CANDIDATE,"A confident, cleanly lit studio portrait in full kit - the clearest 'she grew up' frame in the batch. Technically the best exposure and focus on these sheets."
P313,IMG_7231.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1w7bYV8TpmzJw8IIzdPQVaAfehEZWV7vl/view?usp=drivesdk,2024-12-07,HIGH,2023-2026 TODAY,Mother + daughters,"The mother in a knit beanie reading MAMA, cheek to cheek in a selfie with the youngest daughter in a pale pink pom-pom hat","Cold-weather selfie of mother and youngest daughter, both bundled in coats and hats",Motherhood; Parenthood; Everyday life; Growing together,7,9,7,7,8,STRONG_CANDIDATE,"Both faces fill the frame in real winter light, the little girl grinning wide-eyed under a pom hat. The MAMA beanie does a lot of narrative work for free."
P316,IMG_7265.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/179Ey9FpTMLCtNF_zM2K2AAvn6TCXZEzX/view?usp=drivesdk,2024-12-08,HIGH,2023-2026 TODAY,Other,"The mother in a Santa hat and a young daughter in white dragging a cut fir tree toward camera, the father at right holding the saw aloft, and one more person behind them",Cutting down a Christmas tree at a tree farm and hauling it out of the rows,Holidays; Adventure; Everyday life; Humor,6,7,7,7,7,STRONG_CANDIDATE,"Mid-action frame: the tree is down and being dragged, the father is brandishing the saw like a trophy. A fourth figure behind the tree is too obscured to identify."
P317,IMG_9774.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1W7zkZAw9k9HEP3R0-SVUg_SQ43OZTkrt/view?usp=drivesdk,2024-12-15,HIGH,2023-2026 TODAY,Individual daughter,A young girl in a white knit hat and lilac coat grinning open-mouthed at the camera holding a wrapped Christmas gift; two adults stand blurred behind her,"A daughter outdoors holding a wrapped Christmas present, apparently mid-delivery or exchange",Holidays; Everyday life; Milestones,7,8,5,6,7,STRONG_CANDIDATE,"Big unguarded grin filling the frame, gift held out in both hands. The two adults behind are out of focus and not identifiable."
P319,IMG_9920.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1TUFQMpV6UfDXg9R4vuXhkLMCTTao2_R9/view?usp=drivesdk,2024-12-24,HIGH,2023-2026 TODAY,Sisters,"An older daughter kneeling at a round coffee table across from a younger sister, playing a game with red plastic cups; Christmas tree and stockings behind",Two sisters playing a cup game in the living room on Christmas Eve,Sisterhood; Home; Everyday life; Holidays,5,7,7,7,6,STRONG_CANDIDATE,"Unposed Christmas Eve texture — two sisters absorbed in a game across a coffee table with the decorated room around them. Wide and a bit cluttered, but genuinely candid."
P322,IMG_0143.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1DBWEa1brhwJT15beUGd3GgFQ-nDz-84q/view?usp=drivesdk,2025-01-11,HIGH,2023-2026 TODAY,Father + daughters,"The father and the youngest daughter side by side, both sticking their tongues out and crossing their eyes for the camera, in a busy shop or ice-cream counter",Silly face-pulling selfie with a striped drink cup on the counter beside them,Humor; Fatherhood; Everyday life; Growing together,6,9,7,8,8,STRONG_CANDIDATE,"Father and daughter pulling identical goofy faces, tongues out — the mirroring is the whole point and it lands. Busy background, but the two of them dominate."
P329,IMG_8659.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1bjJPden-uiDH4VG_VCOTltwvSH357A4P/view?usp=drivesdk,2025-04-18,HIGH,2023-2026 TODAY,Mother + daughters,"The mother in a cap reading MOM of GIRLS, cheek to cheek in a selfie with a beaming daughter wearing a rainbow candy-bead necklace","Outdoor selfie of mother and daughter, the girl grinning with a candy necklace on",Motherhood; Parenthood; Everyday life; Humor,7,9,7,7,8,STRONG_CANDIDATE,"Enormous open-mouthed grin from the daughter against her mother's cheek, and the cap literally spells out the household. Bright natural light, tight crop."
P331,IMG_8817.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1svQ03775bWNDprA63T0VvGv8err7R-7B/view?usp=drivesdk,2025-05-03,HIGH,2023-2026 TODAY,Mother + daughters,"The mother between two daughters, all three cheek to cheek in a close selfie; the younger girl is missing her front teeth","Close selfie of mother and two daughters, dressed up indoors in bright window light",Motherhood; Sisterhood; Everyday life,7,8,6,5,7,STRONG_CANDIDATE,"Three faces filling the frame, all laughing, gap-toothed grin on the younger girl dating the year precisely. Taken on the same dressed-up day as the church-steps frames."
P333,IMG_3837.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1o0qlMBWGCoJ_C8IuP1otYGSbWwjCrUZl/view?usp=drivesdk,2025-05-03,HIGH,2023-2026 TODAY,Family of five,"The mother, the father in a tan suit and sunglasses, and the three daughters on the steps of a brick church, the middle-sized girl in a long white dress",Family portrait on the church steps after what appears to be a First Communion or similar church milestone for one daughter,Milestones; Family of five; Parenthood; Growing older,7,7,9,7,8,STRONG_CANDIDATE,"All five dressed up on the church steps with one daughter in the white ceremonial dress — the clearest milestone frame of the batch. Posed and squinting into sun, but unambiguous."
P337,IMG_1537.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Aim5weCBGCz6Jt1rl1YVAiEGxLEzc6IX/view?usp=drivesdk,2025-05-11,HIGH,2023-2026 TODAY,Mother + daughters,"The mother reclining in a patio chair reading a handmade card, with a young daughter in a swimsuit beside her, mouth open mid-shout",Mother reading a card from her daughter on the back porch while the girl reacts,Motherhood; Home; Everyday life; Humor,5,8,7,8,7,STRONG_CANDIDATE,"Wholly unposed: the mother is actually reading the card while the daughter yells something at her from a foot away. Dim porch light and awkward framing, but the moment is real."
P345,IMG_9275.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1GgNvDA2RpIQMcRnpihTeAX6IGLNNRAvV/view?usp=drivesdk,2025-07-04,HIGH,2023-2026 TODAY,Father + daughters,"The father, shirtless in a ball cap, standing on a lake dock with all three daughters in red-white-and-blue swimsuits clustered around him","Fourth of July at the lake, posing on the dock before swimming",Fatherhood; Vacations; Holidays; Family of five,7,7,7,6,7,STRONG_CANDIDATE,"Dad on the dock with all three girls in patriotic suits, the youngest tucked in front of him; open water and hills behind make a clean, warm frame."
P348,IMG_9313.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1rMiWkFO_94_OMAktTe_YVgUmI2Y90N-v/view?usp=drivesdk,2025-07-05,HIGH,2023-2026 TODAY,Sisters,"All three daughters standing barefoot on a lawn by the lake, each holding a large red heart-shaped award plaque; the oldest wears a novelty headband, and a boy is partly cut off at the left edge","Awards night at a lake camp or club; each girl holds the plaque she was given, one reading 'Best Sportsmanship'",Milestones; Sisterhood; Vacations; Friendship,6,7,8,7,7,STRONG_CANDIDATE,All three girls holding hand-painted awards with their names on them at the lake; the specificity of the plaques makes this a real milestone frame rather than a generic group pose.
P350,IMG_9386.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1eOipV-ZeX0cJL1z9lXPq6iVwPmGrUiX4/view?usp=drivesdk,2025-07-12,HIGH,2023-2026 TODAY,Other,"The father seated indoors, laughing, with dozens of small jewel stickers stuck all over his bald head and face; a daughter's hands are reaching in to place more, and the mother stands beside him",The girls decorating dad's bald head with rhinestone stickers while he sits and takes it,Humor; Fatherhood; Chaos; Everyday life,6,9,8,10,9,HERO,"Completely unrepeatable: dad's shaved head covered in gem stickers, hands still working on him, everyone laughing. Indoor light is mediocre and it doesn't matter."
P353,IMG_2386.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/170T5MDK6uLryGfIB_JhHxwuQ9HSLdkTt/view?usp=drivesdk,2025-07-16,HIGH,2023-2026 TODAY,Individual daughter,"Black-and-white close-up of one daughter's face in profile-ish three-quarter view, hair wet and braided, looking off past the camera","UNKNOWN — a quiet unposed portrait, apparently outdoors near water",Growing older; Everyday life,8,8,6,8,8,STRONG_CANDIDATE,"The only true portrait in this batch: tight black-and-white frame of one of the middle-aged-child faces, pensive and unaware of the lens. Holds a screen easily."
P356,IMG_4965.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1BMypF81g0Ur4cRQj8zSGXufaQDf05Y5h/view?usp=drivesdk,2025-09-04,HIGH,2023-2026 TODAY,Family of five,"The whole family seated along a table under a gold number-5 balloon and HAPPY B-DAY letters: mother, father and the three daughters, with a small cake in front of the birthday girl",The youngest daughter's fifth birthday at home,Milestones; Family of five; Holidays; Home; Parenthood,6,7,8,6,7,STRONG_CANDIDATE,"Dated birthday marker for the youngest — the gold '5' pins her age, which anchors the family timeline. Everyone in one frame at the same table."
P357,IMG_9266.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/13m47K49R_eVcKPjnp6Eo9Fdhl0G5H988/view?usp=drivesdk,2025-10-04,HIGH,2023-2026 TODAY,Mother + daughters,"The mother and two daughters leaning in behind a lit birthday cake in a dark kitchen, faces lit from below by the candles","Birthday candles being lit before the song, in a darkened room",Milestones; Motherhood; Home; Holidays,6,8,7,7,7,STRONG_CANDIDATE,"Candlelight-only exposure with the three faces glowing over the cake; noisy and dim by design, and the warmth of it is the whole point."
P360,IMG_3628.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1jMyLEUtD7xD9g5ZFjw4OpWYOBPnDVVfD/view?usp=drivesdk,2025-10-19,HIGH,2023-2026 TODAY,Sisters,"One daughter in a navy lacrosse jersey standing inside a backyard net with the youngest daughter in front of her, both holding lacrosse sticks",Backyard lacrosse — the older sister setting up in the goal with the little one copying her,Sports; Sisterhood; Everyday life; Home,7,7,7,6,6,STRONG_CANDIDATE,"The sport passing down a generation inside the family in one frame: big sister in full kit, tiny sister with her own stick, same backyard goal."
